Date,location,lender_type,buyer_type,buyer_subtype,measure_type,number,value
2019-12-01,TAS,all,owner occupier,all,purchase_land,94.0,16100000.000000002
2019-12-01,TAS,all,owner occupier,all,purchase_new,28.0,8600000.0
2019-12-01,TAS,all,owner occupier,all,renovations,68.0,3700000.0
2019-12-01,TAS,all,owner occupier,all,total_exc_refi,761.0,225100000.0
2019-12-01,TAS,all,owner occupier,first home buyer,total_exc_refi,173.0,52100000.0
2019-12-01,VIC,all,all,first home buyer,total_exc_refi,3836.0,1689300000.0
2019-12-01,VIC,all,investor,all,construction,530.0,235000000.0
2019-12-01,VIC,all,investor,all,ext_refi,2589.0,1239300000.0
2019-12-01,VIC,all,investor,all,int_refi,1970.0,848200000.0
2019-12-01,VIC,all,investor,all,purchase_existing,2604.0,1277400000.0
2019-12-01,VIC,all,investor,all,purchase_land,428.0,119500000.0
2019-12-01,VIC,all,investor,all,purchase_new,369.0,173300000.0
2019-12-01,VIC,all,investor,all,renovations,238.0,35500000.0
2019-12-01,VIC,all,investor,all,total_exc_refi,4169.0,1840700000.0
2019-12-01,VIC,all,investor,first home buyer,total_exc_refi,161.0,78600000.0
2019-12-01,VIC,all,owner occupier,all,construction,1358.0,593200000.0
2019-12-01,VIC,all,owner occupier,all,ext_refi,5058.0,2268800000.0
2019-12-01,VIC,all,owner occupier,all,int_refi,3772.0,1433600000.0
2019-12-01,VIC,all,owner occupier,all,purchase_existing,6546.0,3463400000.0
2019-12-01,VIC,all,owner occupier,all,purchase_land,1206.0,335700000.0
2019-12-01,VIC,all,owner occupier,all,purchase_new,891.0,424300000.0
2019-12-01,VIC,all,owner occupier,all,renovations,360.0,58800000.0
2019-12-01,VIC,all,owner occupier,all,total_exc_refi,10361.0,4875400000.0
2019-12-01,VIC,all,owner occupier,first home buyer,total_exc_refi,3675.0,1610700000.0
2019-12-01,WA,all,all,first home buyer,total_exc_refi,1233.0,428500000.0
2019-12-01,WA,all,investor,all,construction,46.0,21100000.0
2019-12-01,WA,all,investor,all,ext_refi,452.0,185400000.0
2019-12-01,WA,all,investor,all,int_refi,612.0,208800000.0
2019-12-01,WA,all,investor,all,purchase_existing,467.0,179700000.0
2019-12-01,WA,all,investor,all,purchase_land,55.0,13100000.0
2019-12-01,WA,all,investor,all,purchase_new,34.0,12600000.0
2019-12-01,WA,all,investor,all,renovations,91.0,6900000.0
2019-12-01,WA,all,investor,all,total_exc_refi,693.0,233300000.0
2019-12-01,WA,all,investor,first home buyer,total_exc_refi,43.0,14300000.0
2019-12-01,WA,all,owner occupier,all,construction,541.0,212100000.0
2019-12-01,WA,all,owner occupier,all,ext_refi,1092.0,406400000.0
2019-12-01,WA,all,owner occupier,all,int_refi,991.0,322900000.0
2019-12-01,WA,all,owner occupier,all,purchase_existing,2092.0,859900000.0
2019-12-01,WA,all,owner occupier,all,purchase_land,201.0,59900000.0
2019-12-01,WA,all,owner occupier,all,purchase_new,139.0,57500000.0
2019-12-01,WA,all,owner occupier,all,renovations,110.0,10600000.0
2019-12-01,WA,all,owner occupier,all,total_exc_refi,3083.0,1200000000.0
2019-12-01,WA,all,owner occupier,first home buyer,total_exc_refi,1190.0,414300000.0
2020-01-01,ACT,all,all,first home buyer,total_exc_refi,187.0,84400000.0
2020-01-01,ACT,all,investor,all,construction,0.0,0.0
2020-01-01,ACT,all,investor,all,ext_refi,115.0,53000000.0
2020-01-01,ACT,all,investor,all,int_refi,119.0,54100000.0
2020-01-01,ACT,all,investor,all,purchase_existing,142.0,60200000.0
2020-01-01,ACT,all,investor,all,purchase_land,0.0,0.0
2020-01-01,ACT,all,investor,all,purchase_new,0.0,0.0
2020-01-01,ACT,all,investor,all,renovations,0.0,0.0
2020-01-01,ACT,all,investor,all,total_exc_refi,254.0,98100000.0
2020-01-01,ACT,all,investor,first home buyer,total_exc_refi,14.0,5400000.0
2020-01-01,ACT,all,owner occupier,all,construction,42.0,25600000.0
2020-01-01,ACT,all,owner occupier,all,ext_refi,280.0,122100000.0
2020-01-01,ACT,all,owner occupier,all,int_refi,181.0,72500000.0
2020-01-01,ACT,all,owner occupier,all,purchase_existing,460.0,235900000.0
2020-01-01,ACT,all,owner occupier,all,purchase_land,0.0,0.0
2020-01-01,ACT,all,owner occupier,all,purchase_new,0.0,0.0
2020-01-01,ACT,all,owner occupier,all,renovations,0.0,0.0
2020-01-01,ACT,all,owner occupier,all,total_exc_refi,641.0,314900000.0
2020-01-01,ACT,all,owner occupier,first home buyer,total_exc_refi,173.0,79000000.0
2020-01-01,AUS,all,all,all,total_exc_refi,0.0,17599700000.0
2020-01-01,AUS,all,all,first home buyer,total_exc_refi,9047.0,3844400000.0
2020-01-01,AUS,all,investor,all,construction,1035.0,472500000.0
2020-01-01,AUS,all,investor,all,ext_refi,6877.0,3363800000.0
2020-01-01,AUS,all,investor,all,int_refi,5045.0,2151900000.0
2020-01-01,AUS,all,investor,all,purchase_existing,7036.0,3524200000.0
2020-01-01,AUS,all,investor,all,purchase_land,662.0,195700000.0
2020-01-01,AUS,all,investor,all,purchase_new,776.0,398300000.0
2020-01-01,AUS,all,investor,all,renovations,735.0,117900000.0
2020-01-01,AUS,all,investor,all,total_exc_refi,10244.0,4708700000.0
2020-01-01,AUS,all,investor,first home buyer,total_exc_refi,388.0,177800000.0
2020-01-01,AUS,all,non-resident,all,total,257.0,176800000.0
2020-01-01,AUS,all,owner occupier,all,construction,3237.0,1463600000.0
2020-01-01,AUS,all,owner occupier,all,ext_refi,13158.0,5938600000.0
2020-01-01,AUS,all,owner occupier,all,int_refi,10136.0,3770400000.0
2020-01-01,AUS,all,owner occupier,all,purchase_existing,18849.0,9695100000.0
2020-01-01,AUS,all,owner occupier,all,purchase_land,2158.0,616800000.0
2020-01-01,AUS,all,owner occupier,all,purchase_new,1918.0,942000000.0
2020-01-01,AUS,all,owner occupier,all,renovations,1222.0,173600000.0
2020-01-01,AUS,all,owner occupier,all,total_exc_refi,27384.0,12891100000.0
2020-01-01,AUS,all,owner occupier,first home buyer,total_exc_refi,8659.0,3666600000.0
2020-01-01,AUS,major banks,all,all,total_exc_refi,0.0,11895900000.0
2020-01-01,AUS,major banks,investor,all,total_exc_refi,0.0,3291900000.0
2020-01-01,AUS,major banks,owner occupier,all,total_exc_refi,0.0,8604100000.0
2020-01-01,AUS,non-adis,all,all,total_exc_refi,0.0,892200000.0
2020-01-01,AUS,non-adis,investor,all,total_exc_refi,0.0,300500000.0
2020-01-01,AUS,non-adis,owner occupier,all,total_exc_refi,0.0,591700000.0
2020-01-01,AUS,other adis,all,all,total_exc_refi,0.0,4811500000.0
2020-01-01,AUS,other adis,investor,all,total_exc_refi,0.0,1116300000.0
2020-01-01,AUS,other adis,owner occupier,all,total_exc_refi,0.0,3695200000.0
2020-01-01,NSW,all,all,first home buyer,total_exc_refi,2112.0,1092200000.0
2020-01-01,NSW,all,investor,all,construction,265.0,141500000.0
2020-01-01,NSW,all,investor,all,ext_refi,2313.0,1359300000.0
2020-01-01,NSW,all,investor,all,int_refi,1497.0,836400000.0
2020-01-01,NSW,all,investor,all,purchase_existing,2260.0,1427100000.0
2020-01-01,NSW,all,investor,all,purchase_land,152.0,53800000.0
2020-01-01,NSW,all,investor,all,purchase_new,311.0,195100000.0
2020-01-01,NSW,all,investor,all,renovations,244.0,55900000.0
2020-01-01,NSW,all,investor,all,total_exc_refi,3232.0,1873300000.0
2020-01-01,NSW,all,investor,first home buyer,total_exc_refi,142.0,80200000.0
2020-01-01,NSW,all,owner occupier,all,construction,623.0,309600000.0
2020-01-01,NSW,all,owner occupier,all,ext_refi,4029.0,2164400000.0
2020-01-01,NSW,all,owner occupier,all,int_refi,2798.0,1241700000.0
2020-01-01,NSW,all,owner occupier,all,purchase_existing,5008.0,3234200000.0
2020-01-01,NSW,all,owner occupier,all,purchase_land,440.0,150500000.0
2020-01-01,NSW,all,owner occupier,all,purchase_new,601.0,346300000.0
2020-01-01,NSW,all,owner occupier,all,renovations,387.0,58800000.0
2020-01-01,NSW,all,owner occupier,all,total_exc_refi,7059.0,4099300000.0
2020-01-01,NSW,all,owner occupier,first home buyer,total_exc_refi,1970.0,1012000000.0
2020-01-01,NT,all,all,first home buyer,total_exc_refi,0.0,0.0
2020-01-01,NT,all,investor,all,construction,0.0,0.0
2020-01-01,NT,all,investor,all,ext_refi,24.0,8000000.0
2020-01-01,NT,all,investor,all,int_refi,52.0,19800000.0
2020-01-01,NT,all,investor,all,purchase_existing,33.0,11100000.0
2020-01-01,NT,all,investor,all,purchase_land,0.0,0.0
2020-01-01,NT,all,investor,all,purchase_new,0.0,0.0
2020-01-01,NT,all,investor,all,renovations,0.0,0.0
2020-01-01,NT,all,investor,all,total_exc_refi,36.0,11200000.0
2020-01-01,NT,all,investor,first home buyer,total_exc_refi,0.0,0.0
2020-01-01,NT,all,owner occupier,all,construction,20.0,8300000.000000001
2020-01-01,NT,all,owner occupier,all,ext_refi,40.0,15200000.0
2020-01-01,NT,all,owner occupier,all,int_refi,51.0,14300000.0
2020-01-01,NT,all,owner occupier,all,purchase_existing,112.0,42900000.0
2020-01-01,NT,all,owner occupier,all,purchase_land,0.0,0.0
2020-01-01,NT,all,owner occupier,all,purchase_new,0.0,0.0
2020-01-01,NT,all,owner occupier,all,renovations,0.0,0.0
2020-01-01,NT,all,owner occupier,all,total_exc_refi,150.0,54600000.0
2020-01-01,NT,all,owner occupier,first home buyer,total_exc_refi,56.0,20000000.0
2020-01-01,QLD,all,all,first home buyer,total_exc_refi,1719.0,642100000.0
2020-01-01,QLD,all,investor,all,construction,240.0,103400000.0
2020-01-01,QLD,all,investor,all,ext_refi,1209.0,484600000.0
2020-01-01,QLD,all,investor,all,int_refi,1075.0,359300000.0
2020-01-01,QLD,all,investor,all,purchase_existing,1319.0,519900000.0
2020-01-01,QLD,all,investor,all,purchase_land,78.0,21600000.0
2020-01-01,QLD,all,investor,all,purchase_new,122.0,48300000.0
2020-01-01,QLD,all,investor,all,renovations,123.0,13500000.0
2020-01-01,QLD,all,investor,all,total_exc_refi,1882.0,706700000.0
2020-01-01,QLD,all,investor,first home buyer,total_exc_refi,46.0,17500000.0
2020-01-01,QLD,all,owner occupier,all,construction,588.0,263800000.0
2020-01-01,QLD,all,owner occupier,all,ext_refi,2027.0,797000000.0
2020-01-01,QLD,all,owner occupier,all,int_refi,2040.0,658900000.0
2020-01-01,QLD,all,owner occupier,all,purchase_existing,3949.0,1618200000.0
2020-01-01,QLD,all,owner occupier,all,purchase_land,340.0,96500000.0
2020-01-01,QLD,all,owner occupier,all,purchase_new,292.0,120200000.0
2020-01-01,QLD,all,owner occupier,all,renovations,273.0,34100000.0
2020-01-01,QLD,all,owner occupier,all,total_exc_refi,5442.0,2132800000.0000002
2020-01-01,QLD,all,owner occupier,first home buyer,total_exc_refi,1673.0,624700000.0
2020-01-01,SA,all,all,first home buyer,total_exc_refi,524.0,175000000.0
2020-01-01,SA,all,investor,all,construction,63.0,26600000.0
2020-01-01,SA,all,investor,all,ext_refi,387.0,128500000.0
2020-01-01,SA,all,investor,all,int_refi,260.0,75900000.0
2020-01-01,SA,all,investor,all,purchase_existing,522.0,192700000.0
2020-01-01,SA,all,investor,all,purchase_land,32.0,6100000.0
2020-01-01,SA,all,investor,all,purchase_new,39.0,14600000.0
2020-01-01,SA,all,investor,all,renovations,46.0,4800000.0
2020-01-01,SA,all,investor,all,total_exc_refi,702.0,244800000.0
2020-01-01,SA,all,investor,first home buyer,total_exc_refi,27.0,8700000.0
2020-01-01,SA,all,owner occupier,all,construction,299.0,114900000.0
2020-01-01,SA,all,owner occupier,all,ext_refi,1048.0,352600000.0
2020-01-01,SA,all,owner occupier,all,int_refi,666.0,179100000.0
2020-01-01,SA,all,owner occupier,all,purchase_existing,1402.0,523100000.0
2020-01-01,SA,all,owner occupier,all,purchase_land,161.0,35700000.0
2020-01-01,SA,all,owner occupier,all,purchase_new,118.0,44600000.0
2020-01-01,SA,all,owner occupier,all,renovations,85.0,9500000.0
2020-01-01,SA,all,owner occupier,all,total_exc_refi,2065.0,727700000.0
2020-01-01,SA,all,owner occupier,first home buyer,total_exc_refi,497.0,166300000.0
2020-01-01,TAS,all,all,first home buyer,total_exc_refi,0.0,0.0
2020-01-01,TAS,all,investor,all,construction,8.0,2800000.0
2020-01-01,TAS,all,investor,all,ext_refi,92.0,27600000.0
2020-01-01,TAS,all,investor,all,int_refi,83.0,25100000.0
2020-01-01,TAS,all,investor,all,purchase_existing,166.0,54100000.0
2020-01-01,TAS,all,investor,all,purchase_land,13.0,2400000.0
2020-01-01,TAS,all,investor,all,purchase_new,5.0,1200000.0
2020-01-01,TAS,all,investor,all,renovations,21.0,3500000.0
2020-01-01,TAS,all,investor,all,total_exc_refi,213.0,64000000.0
2020-01-01,TAS,all,investor,first home buyer,total_exc_refi,0.0,0.0
2020-01-01,TAS,all,owner occupier,all,construction,55.0,18700000.0
2020-01-01,TAS,all,owner occupier,all,ext_refi,232.0,66599999.99999999
2020-01-01,TAS,all,owner occupier,all,int_refi,321.0,85600000.0
2020-01-01,TAS,all,owner occupier,all,purchase_existing,457.0,159000000.0
2020-01-01,TAS,all,owner occupier,all,purchase_land,94.0,16300000.0
2020-01-01,TAS,all,owner occupier,all,purchase_new,37.0,12000000.0
2020-01-01,TAS,all,owner occupier,all,renovations,44.0,4400000.0
2020-01-01,TAS,all,owner occupier,all,total_exc_refi,687.0,210500000.0
2020-01-01,TAS,all,owner occupier,first home buyer,total_exc_refi,179.0,54100000.0
2020-01-01,VIC,all,all,first home buyer,total_exc_refi,3110.0,1375900000.0
2020-01-01,VIC,all,investor,all,construction,379.0,166700000.0
2020-01-01,VIC,all,investor,all,ext_refi,2331.0,1131800000.0
2020-01-01,VIC,all,investor,all,int_refi,1467.0,626200000.0
2020-01-01,VIC,all,investor,all,purchase_existing,2163.0,1086500000.0
2020-01-01,VIC,all,investor,all,purchase_land,330.0,94900000.0
2020-01-01,VIC,all,investor,all,purchase_new,204.0,104400000.0
2020-01-01,VIC,all,investor,all,renovations,204.0,29600000.0
2020-01-01,VIC,all,investor,all,total_exc_refi,3280.0,1482100000.0
2020-01-01,VIC,all,investor,first home buyer,total_exc_refi,112.0,49600000.0
2020-01-01,VIC,all,owner occupier,all,construction,1104.0,514100000.0
2020-01-01,VIC,all,owner occupier,all,ext_refi,4434.0,2010700000.0
2020-01-01,VIC,all,owner occupier,all,int_refi,3170.0,1232100000.0
2020-01-01,VIC,all,owner occupier,all,purchase_existing,5638.0,3147400000.0
2020-01-01,VIC,all,owner occupier,all,purchase_land,896.0,246800000.0
2020-01-01,VIC,all,owner occupier,all,purchase_new,658.0,331500000.0
2020-01-01,VIC,all,owner occupier,all,renovations,310.0,52300000.0
2020-01-01,VIC,all,owner occupier,all,total_exc_refi,8606.0,4292000000.0
2020-01-01,VIC,all,owner occupier,first home buyer,total_exc_refi,2998.0,1326300000.0
2020-01-01,WA,all,all,first home buyer,total_exc_refi,1150.0,397700000.0
2020-01-01,WA,all,investor,all,construction,59.0,22200000.0
2020-01-01,WA,all,investor,all,ext_refi,406.0,171000000.0
2020-01-01,WA,all,investor,all,int_refi,492.0,155100000.0
2020-01-01,WA,all,investor,all,purchase_existing,431.0,172600000.0
2020-01-01,WA,all,investor,all,purchase_land,39.0,10500000.0
2020-01-01,WA,all,investor,all,purchase_new,42.0,13800000.0
2020-01-01,WA,all,investor,all,renovations,74.0,9500000.0
2020-01-01,WA,all,investor,all,total_exc_refi,645.0,228600000.0
2020-01-01,WA,all,investor,first home buyer,total_exc_refi,37.0,13500000.0
2020-01-01,WA,all,owner occupier,all,construction,506.0,208500000.0
2020-01-01,WA,all,owner occupier,all,ext_refi,1068.0,410000000.0
2020-01-01,WA,all,owner occupier,all,int_refi,909.0,286200000.0
2020-01-01,WA,all,owner occupier,all,purchase_existing,1823.0,734300000.0
2020-01-01,WA,all,owner occupier,all,purchase_land,184.0,55000000.0
2020-01-01,WA,all,owner occupier,all,purchase_new,133.0,54100000.0
2020-01-01,WA,all,owner occupier,all,renovations,88.0,7400000.0
2020-01-01,WA,all,owner occupier,all,total_exc_refi,2734.0,1059300000.0
2020-01-01,WA,all,owner occupier,first home buyer,total_exc_refi,1113.0,384200000.0
2020-02-01,ACT,all,all,first home buyer,total_exc_refi,208.0,91000000.0
2020-02-01,ACT,all,investor,all,construction,0.0,0.0
2020-02-01,ACT,all,investor,all,ext_refi,125.0,56200000.0
2020-02-01,ACT,all,investor,all,int_refi,88.0,32700000.000000004
2020-02-01,ACT,all,investor,all,purchase_existing,119.0,49600000.0
2020-02-01,ACT,all,investor,all,purchase_land,0.0,0.0
2020-02-01,ACT,all,investor,all,purchase_new,0.0,0.0
2020-02-01,ACT,all,investor,all,renovations,0.0,0.0
2020-02-01,ACT,all,investor,all,total_exc_refi,181.0,65700000.0
2020-02-01,ACT,all,investor,first home buyer,total_exc_refi,9.0,2900000.0
2020-02-01,ACT,all,owner occupier,all,construction,37.0,24100000.0
2020-02-01,ACT,all,owner occupier,all,ext_refi,301.0,132800000.00000001
2020-02-01,ACT,all,owner occupier,all,int_refi,236.0,86800000.0
2020-02-01,ACT,all,owner occupier,all,purchase_existing,458.0,216200000.0
2020-02-01,ACT,all,owner occupier,all,purchase_land,27.0,11200000.0
2020-02-01,ACT,all,owner occupier,all,purchase_new,81.0,32100000.0
2020-02-01,ACT,all,owner occupier,all,renovations,31.0,6600000.0
2020-02-01,ACT,all,owner occupier,all,total_exc_refi,634.0,290300000.0
2020-02-01,ACT,all,owner occupier,first home buyer,total_exc_refi,199.0,88100000.0
2020-02-01,AUS,all,all,all,total_exc_refi,0.0,16344200000.0
2020-02-01,AUS,all,all,first home buyer,total_exc_refi,8876.0,3687100000.0
2020-02-01,AUS,all,investor,all,construction,1065.0,472300000.0
2020-02-01,AUS,all,investor,all,ext_refi,6788.0,3328200000.0
2020-02-01,AUS,all,investor,all,int_refi,4814.0,2060699999.9999998
2020-02-01,AUS,all,investor,all,purchase_existing,6834.0,3301000000.0
2020-02-01,AUS,all,investor,all,purchase_land,671.0,194100000.0
2020-02-01,AUS,all,investor,all,purchase_new,691.0,359300000.0
2020-02-01,AUS,all,investor,all,renovations,745.0,99600000.0
2020-02-01,AUS,all,investor,all,total_exc_refi,10006.0,4426200000.0
2020-02-01,AUS,all,investor,first home buyer,total_exc_refi,360.0,163700000.0
2020-02-01,AUS,all,non-resident,all,total,257.0,166900000.0
2020-02-01,AUS,all,owner occupier,all,construction,3291.0,1485000000.0
2020-02-01,AUS,all,owner occupier,all,ext_refi,13541.0,6206500000.0
2020-02-01,AUS,all,owner occupier,all,int_refi,10926.0,4148500000.0
2020-02-01,AUS,all,owner occupier,all,purchase_existing,17907.0,8689100000.0
2020-02-01,AUS,all,owner occupier,all,purchase_land,2312.0,667600000.0
2020-02-01,AUS,all,owner occupier,all,purchase_new,1814.0,874300000.0
2020-02-01,AUS,all,owner occupier,all,renovations,1409.0,202000000.0
2020-02-01,AUS,all,owner occupier,all,total_exc_refi,26733.0,11918000000.0
2020-02-01,AUS,all,owner occupier,first home buyer,total_exc_refi,8516.0,3523400000.0
2020-02-01,AUS,major banks,all,all,total_exc_refi,0.0,11388000000.0
2020-02-01,AUS,major banks,investor,all,total_exc_refi,0.0,3128500000.0
2020-02-01,AUS,major banks,owner occupier,all,total_exc_refi,0.0,8259500000.0
2020-02-01,AUS,non-adis,all,all,total_exc_refi,0.0,871800000.0
2020-02-01,AUS,non-adis,investor,all,total_exc_refi,0.0,309100000.0
2020-02-01,AUS,non-adis,owner occupier,all,total_exc_refi,0.0,562700000.0
2020-02-01,AUS,other adis,all,all,total_exc_refi,0.0,4084400000.0
2020-02-01,AUS,other adis,investor,all,total_exc_refi,0.0,988600000.0
2020-02-01,AUS,other adis,owner occupier,all,total_exc_refi,0.0,3095800000.0
2020-02-01,NSW,all,all,first home buyer,total_exc_refi,2152.0,1061800000.0
2020-02-01,NSW,all,investor,all,construction,278.0,143000000.0
2020-02-01,NSW,all,investor,all,ext_refi,2265.0,1320000000.0
2020-02-01,NSW,all,investor,all,int_refi,1465.0,801400000.0
2020-02-01,NSW,all,investor,all,purchase_existing,2152.0,1261000000.0
2020-02-01,NSW,all,investor,all,purchase_land,178.0,60400000.0
2020-02-01,NSW,all,investor,all,purchase_new,277.0,179900000.0
2020-02-01,NSW,all,investor,all,renovations,197.0,33800000.0
2020-02-01,NSW,all,investor,all,total_exc_refi,3082.0,1678300000.0
2020-02-01,NSW,all,investor,first home buyer,total_exc_refi,122.0,65900000.00000001
2020-02-01,NSW,all,owner occupier,all,construction,656.0,322900000.0
2020-02-01,NSW,all,owner occupier,all,ext_refi,4039.0,2223700000.0
2020-02-01,NSW,all,owner occupier,all,int_refi,3205.0,1409500000.0
2020-02-01,NSW,all,owner occupier,all,purchase_existing,4580.0,2716900000.0
2020-02-01,NSW,all,owner occupier,all,purchase_land,552.0,193100000.0
2020-02-01,NSW,all,owner occupier,all,purchase_new,559.0,318700000.0
2020-02-01,NSW,all,owner occupier,all,renovations,433.0,70400000.0
2020-02-01,NSW,all,owner occupier,all,total_exc_refi,6780.0,3622000000.0
2020-02-01,NSW,all,owner occupier,first home buyer,total_exc_refi,2030.0,995800000.0
2020-02-01,NT,all,all,first home buyer,total_exc_refi,0.0,0.0
2020-02-01,NT,all,investor,all,construction,0.0,0.0
2020-02-01,NT,all,investor,all,ext_refi,16.0,5100000.0
2020-02-01,NT,all,investor,all,int_refi,49.0,17200000.0
2020-02-01,NT,all,investor,all,purchase_existing,42.0,13200000.0
2020-02-01,NT,all,investor,all,purchase_land,0.0,0.0
2020-02-01,NT,all,investor,all,purchase_new,0.0,0.0
2020-02-01,NT,all,investor,all,renovations,0.0,0.0
2020-02-01,NT,all,investor,all,total_exc_refi,46.0,14000000.0
2020-02-01,NT,all,investor,first home buyer,total_exc_refi,0.0,0.0
2020-02-01,NT,all,owner occupier,all,construction,20.0,8900000.0
2020-02-01,NT,all,owner occupier,all,ext_refi,34.0,11800000.0
2020-02-01,NT,all,owner occupier,all,int_refi,51.0,13200000.0
2020-02-01,NT,all,owner occupier,all,purchase_existing,98.0,35800000.0
2020-02-01,NT,all,owner occupier,all,purchase_land,10.0,2100000.0
2020-02-01,NT,all,owner occupier,all,purchase_new,8.0,2800000.0
2020-02-01,NT,all,owner occupier,all,renovations,8.0,700000.0
2020-02-01,NT,all,owner occupier,all,total_exc_refi,144.0,50300000.0
2020-02-01,NT,all,owner occupier,first home buyer,total_exc_refi,54.0,20500000.0
2020-02-01,QLD,all,all,first home buyer,total_exc_refi,1851.0,690600000.0
2020-02-01,QLD,all,investor,all,construction,197.0,84200000.0
2020-02-01,QLD,all,investor,all,ext_refi,1189.0,489600000.0
2020-02-01,QLD,all,investor,all,int_refi,1015.0,335800000.0
2020-02-01,QLD,all,investor,all,purchase_existing,1407.0,557500000.0
2020-02-01,QLD,all,investor,all,purchase_land,96.0,25900000.0
2020-02-01,QLD,all,investor,all,purchase_new,136.0,56000000.0
2020-02-01,QLD,all,investor,all,renovations,171.0,21300000.0
2020-02-01,QLD,all,investor,all,total_exc_refi,2007.0,744900000.0
2020-02-01,QLD,all,investor,first home buyer,total_exc_refi,67.0,27500000.0
2020-02-01,QLD,all,owner occupier,all,construction,592.0,283000000.0
2020-02-01,QLD,all,owner occupier,all,ext_refi,2123.0,837400000.0
2020-02-01,QLD,all,owner occupier,all,int_refi,2178.0,724400000.0
2020-02-01,QLD,all,owner occupier,all,purchase_existing,4273.0,1742100000.0
2020-02-01,QLD,all,owner occupier,all,purchase_land,317.0,88400000.0
2020-02-01,QLD,all,owner occupier,all,purchase_new,308.0,131000000.0
2020-02-01,QLD,all,owner occupier,all,renovations,300.0,35200000.0
2020-02-01,QLD,all,owner occupier,all,total_exc_refi,5790.0,2279800000.0
2020-02-01,QLD,all,owner occupier,first home buyer,total_exc_refi,1784.0,663100000.0
2020-02-01,SA,all,all,first home buyer,total_exc_refi,490.0,163300000.0
2020-02-01,SA,all,investor,all,construction,59.0,18700000.0
2020-02-01,SA,all,investor,all,ext_refi,412.0,149000000.0
2020-02-01,SA,all,investor,all,int_refi,236.0,72700000.0
2020-02-01,SA,all,investor,all,purchase_existing,440.0,142600000.0
2020-02-01,SA,all,investor,all,purchase_land,26.0,4400000.0
2020-02-01,SA,all,investor,all,purchase_new,27.0,8000000.0
2020-02-01,SA,all,investor,all,renovations,41.0,4300000.0
2020-02-01,SA,all,investor,all,total_exc_refi,593.0,178000000.0
2020-02-01,SA,all,investor,first home buyer,total_exc_refi,19.0,5400000.0
2020-02-01,SA,all,owner occupier,all,construction,291.0,110700000.0
2020-02-01,SA,all,owner occupier,all,ext_refi,1106.0,372700000.0
2020-02-01,SA,all,owner occupier,all,int_refi,720.0,195100000.0
2020-02-01,SA,all,owner occupier,all,purchase_existing,1352.0,496100000.0
2020-02-01,SA,all,owner occupier,all,purchase_land,160.0,33299999.999999996
2020-02-01,SA,all,owner occupier,all,purchase_new,97.0,37400000.0
2020-02-01,SA,all,owner occupier,all,renovations,91.0,10900000.0
2020-02-01,SA,all,owner occupier,all,total_exc_refi,1991.0,688500000.0
2020-02-01,SA,all,owner occupier,first home buyer,total_exc_refi,471.0,157900000.0
2020-02-01,TAS,all,all,first home buyer,total_exc_refi,0.0,0.0
2020-02-01,TAS,all,investor,all,construction,19.0,6200000.0
2020-02-01,TAS,all,investor,all,ext_refi,79.0,24400000.0
2020-02-01,TAS,all,investor,all,int_refi,79.0,19500000.0
2020-02-01,TAS,all,investor,all,purchase_existing,164.0,58700000.0
2020-02-01,TAS,all,investor,all,purchase_land,13.0,2100000.0
2020-02-01,TAS,all,investor,all,purchase_new,0.0,0.0
2020-02-01,TAS,all,investor,all,renovations,0.0,0.0
2020-02-01,TAS,all,investor,all,total_exc_refi,226.0,70800000.0
2020-02-01,TAS,all,investor,first home buyer,total_exc_refi,0.0,0.0
2020-02-01,TAS,all,owner occupier,all,construction,64.0,21600000.0
2020-02-01,TAS,all,owner occupier,all,ext_refi,222.0,63000000.0
2020-02-01,TAS,all,owner occupier,all,int_refi,351.0,96400000.0
2020-02-01,TAS,all,owner occupier,all,purchase_existing,466.0,163100000.0
2020-02-01,TAS,all,owner occupier,all,purchase_land,80.0,12700000.0
2020-02-01,TAS,all,owner occupier,all,purchase_new,37.0,11400000.0
2020-02-01,TAS,all,owner occupier,all,renovations,43.0,3100000.0
2020-02-01,TAS,all,owner occupier,all,total_exc_refi,690.0,211900000.0
2020-02-01,TAS,all,owner occupier,first home buyer,total_exc_refi,181.0,55500000.0
2020-02-01,VIC,all,all,first home buyer,total_exc_refi,2744.0,1180300000.0
2020-02-01,VIC,all,investor,all,construction,446.0,192400000.0
2020-02-01,VIC,all,investor,all,ext_refi,2265.0,1108700000.0
2020-02-01,VIC,all,investor,all,int_refi,1414.0,624800000.0
2020-02-01,VIC,all,investor,all,purchase_existing,2039.0,1047500000.0
2020-02-01,VIC,all,investor,all,purchase_land,304.0,84700000.0
2020-02-01,VIC,all,investor,all,purchase_new,193.0,96200000.0
2020-02-01,VIC,all,investor,all,renovations,227.0,32200000.000000004
2020-02-01,VIC,all,investor,all,total_exc_refi,3209.0,1452900000.0
2020-02-01,VIC,all,investor,first home buyer,total_exc_refi,108.0,50200000.0
2020-02-01,VIC,all,owner occupier,all,construction,1118.0,509400000.0
2020-02-01,VIC,all,owner occupier,all,ext_refi,4652.0,2137600000.0
2020-02-01,VIC,all,owner occupier,all,int_refi,3340.0,1342500000.0
2020-02-01,VIC,all,owner occupier,all,purchase_existing,4811.0,2542400000.0
2020-02-01,VIC,all,owner occupier,all,purchase_land,969.0,268200000.0
2020-02-01,VIC,all,owner occupier,all,purchase_new,608.0,296000000.0
